name,formula,category,subcategory,density,melting_point,boiling_point,thermal_conductivity,specific_heat,thermal_expansion,electrical_resistivity,yield_strength,tensile_strength,youngs_modulus,hardness_vickers,poissons_ratio,source,mp_material_id,notes,glass_transition_temp,heat_deflection_temp,processing_temp_min_c,processing_temp_max_c,crystallinity,fracture_toughness,weibull_modulus,interlaminar_shear_strength,fiber_volume_fraction
Cu2OF2,Cu2OF2,Ceramic,Oxide,3.655,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-50768,,,,,,,,,
H5C2NO4,H5C2NO4,Unknown,,1.686,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98573,,,,,,,,,
Ba4LiBe,Ba4LiBe,Metal,Non-Ferrous,3.428,,,,,,,,,-0.971957960295835,,,JARVIS dft_3d (scraped),,JVASP-64150,,,,,,,,,
K2SnO6,K2SnO6,Ceramic,Oxide,3.904,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90344,,,,,,,,,
BeFe4Ge,BeFe4Ge,Metal,Ferrous,7.0,,,,,,,,,128.76606764826352,,,JARVIS dft_3d (scraped),,JVASP-64918,,,,,,,,,
As2PbO4,As2PbO4,Ceramic,Oxide,5.919,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97817,,,,,,,,,
Mg3Sb2,Mg3Sb2,Metal,Non-Ferrous,3.967,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86379,,,,,,,,,
KBaMn,KBaMn,Metal,Non-Ferrous,2.85,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63935,,,,,,,,,
CeSi2Ag,CeSi2Ag,Ceramic,Mixed,6.464,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90861,,,,,,,,,
Ba4TlV,Ba4TlV,Metal,Non-Ferrous,5.463,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64113,,,,,,,,,
NiBr2,NiBr2,Metal,Non-Ferrous,5.168,,,,,,,,,24.939739559946112,,,JARVIS dft_3d (scraped),,JVASP-2026,,,,,,,,,
LaMnO3,LaMnO3,Ceramic,Oxide,6.671,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97345,,,,,,,,,
Zr3Sn,Zr3Sn,Metal,Non-Ferrous,7.253,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90774,,,,,,,,,
Ba4YTi,Ba4YTi,Metal,Non-Ferrous,4.44,,,,,,,,,12.968944099378882,,,JARVIS dft_3d (scraped),,JVASP-64816,,,,,,,,,
Li2CrO3,Li2CrO3,Ceramic,Oxide,3.792,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48654,,,,,,,,,
V3Pb5ClO12,V3Pb5ClO12,Ceramic,Oxide,6.815,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97508,,,,,,,,,
Ba4CdBi,Ba4CdBi,Metal,Non-Ferrous,5.578,,,,,,,,,7.156543837357051,,,JARVIS dft_3d (scraped),,JVASP-64208,,,,,,,,,
Ba4InCo,Ba4InCo,Metal,Non-Ferrous,5.05,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64066,,,,,,,,,
Ba4VSn,Ba4VSn,Metal,Non-Ferrous,4.991,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64025,,,,,,,,,
Ba4NaTa,Ba4NaTa,Metal,Non-Ferrous,4.657,,,,,,,,,6.79285828237171,,,JARVIS dft_3d (scraped),,JVASP-64689,,,,,,,,,
BeCd4Ga,BeCd4Ga,Metal,Non-Ferrous,6.606,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64882,,,,,,,,,
TbCo2Si2,TbCo2Si2,Ceramic,Mixed,7.448,,,,,,,,,224.32968901384908,,,JARVIS dft_3d (scraped),,JVASP-15183,,,,,,,,,
Sm2Fe2O5,Sm2Fe2O5,Ceramic,Oxide,7.673,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90120,,,,,,,,,
KBaMo,KBaMo,Metal,Non-Ferrous,3.556,,,,,,,,,-22.061790651744566,,,JARVIS dft_3d (scraped),,JVASP-64466,,,,,,,,,
K4Nb11Al2O20F,K4Nb11Al2O20F,Ceramic,Oxide,5.175,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97867,,,,,,,,,
La2SiO5,La2SiO5,Ceramic,Oxide,5.469,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98509,,,,,,,,,
Mg4MnBe,Mg4MnBe,Metal,Non-Ferrous,2.225,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65077,,,,,,,,,
In3NO3,In3NO3,Ceramic,Oxide,6.833,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-44085,,,,,,,,,
Ba4VGe,Ba4VGe,Metal,Non-Ferrous,4.803,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63984,,,,,,,,,
CeS2,CeS2,Ceramic,Mixed,5.181,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97590,,,,,,,,,
KBaIn,KBaIn,Metal,Non-Ferrous,3.371,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64151,,,,,,,,,
Er,Er,Metal,Non-Ferrous,9.303,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-14835,,,,,,,,,
BeCrP,BeCrP,Ceramic,Mixed,4.295,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65114,,,,,,,,,
Li2BPt3,Li2BPt3,Ceramic,Boride,12.689,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-87919,,,,,,,,,
Li3FeF6,Li3FeF6,Ceramic,Mixed,3.005,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-43762,,,,,,,,,
HfGeRh,HfGeRh,Metal,Non-Ferrous,11.843,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90240,,,,,,,,,
MgH6Br2N2,MgH6Br2N2,Ceramic,Nitride,2.614,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97933,,,,,,,,,
Zr2Cr4Si5,Zr2Cr4Si5,Ceramic,Mixed,5.795,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98738,,,,,,,,,
Ba4BeSi,Ba4BeSi,Ceramic,Mixed,4.112,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63936,,,,,,,,,
Ba4MoBr,Ba4MoBr,Metal,Non-Ferrous,4.613,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64752,,,,,,,,,
CeSiHRu,CeSiHRu,Ceramic,Mixed,7.193,,,,,,,,,167.55790503088213,,,JARVIS dft_3d (scraped),,JVASP-85372,,,,,,,,,
Ba2ZrO4,Ba2ZrO4,Ceramic,Oxide,5.913,,,,,,,,,155.57708605826397,,,JARVIS dft_3d (scraped),,JVASP-87050,,,,,,,,,
PuFeC2,PuFeC2,Metal,Ferrous,11.91,,,,,,,,,259.5686609711832,,,JARVIS dft_3d (scraped),,JVASP-91704,,,,,,,,,
Y4OsBr4,Y4OsBr4,Metal,Non-Ferrous,5.599,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88567,,,,,,,,,
Rb2PbO3,Rb2PbO3,Ceramic,Oxide,5.72,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88845,,,,,,,,,
Ba4CuGe,Ba4CuGe,Metal,Non-Ferrous,4.833,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64114,,,,,,,,,
Ba4CdSb,Ba4CdSb,Metal,Non-Ferrous,5.14,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64822,,,,,,,,,
SnRh2,SnRh2,Metal,Non-Ferrous,11.09,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85566,,,,,,,,,
Sm4Si2Se3O7,Sm4Si2Se3O7,Ceramic,Oxide,6.452,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98457,,,,,,,,,
Ba4SrRe,Ba4SrRe,Metal,Non-Ferrous,5.653,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64067,,,,,,,,,
BTe3O3F15,BTe3O3F15,Unknown,,3.92,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97637,,,,,,,,,
Zn3CrTe4,Zn3CrTe4,Metal,Non-Ferrous,5.325,,,,,,,,,37.757206992721585,,,JARVIS dft_3d (scraped),,JVASP-91945,,,,,,,,,
NaMn4Be,NaMn4Be,Metal,Non-Ferrous,5.651,,,,,,,,,99.11203904555315,,,JARVIS dft_3d (scraped),,JVASP-65035,,,,,,,,,
LaHBr2,LaHBr2,Metal,Non-Ferrous,4.888,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85794,,,,,,,,,
Ba4SiTe,Ba4SiTe,Ceramic,Mixed,4.988,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64026,,,,,,,,,
SrH16O10,SrH16O10,Ceramic,Oxide,2.065,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98303,,,,,,,,,
CeMg6B,CeMg6B,Ceramic,Boride,2.814,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90447,,,,,,,,,
KAlO2,KAlO2,Ceramic,Oxide,2.829,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98241,,,,,,,,,
Ba4MgSe,Ba4MgSe,Metal,Non-Ferrous,4.164,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64209,,,,,,,,,
Ca2BClO3,Ca2BClO3,Ceramic,Oxide,2.775,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98052,,,,,,,,,
Ba4InHg,Ba4InHg,Metal,Non-Ferrous,5.576,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64471,,,,,,,,,
NpO2F2,NpO2F2,Unknown,,7.678,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97509,,,,,,,,,
Ba4RuCl,Ba4RuCl,Ceramic,Mixed,4.987,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63986,,,,,,,,,
Ba4NbCu,Ba4NbCu,Metal,Non-Ferrous,4.871,,,,,,,,,7.036871313087176,,,JARVIS dft_3d (scraped),,JVASP-64622,,,,,,,,,
Ba4BeCl,Ba4BeCl,Ceramic,Mixed,3.825,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64152,,,,,,,,,
Ba4TiTl,Ba4TiTl,Metal,Non-Ferrous,5.247,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64691,,,,,,,,,
UGaRu,UGaRu,Metal,Non-Ferrous,12.319,,,,,,,,,93.53149018698484,,,JARVIS dft_3d (scraped),,JVASP-89906,,,,,,,,,
MnMoAs2,MnMoAs2,Metal,Non-Ferrous,7.776,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107748,,,,,,,,,
Ba4GaTe,Ba4GaTe,Metal,Non-Ferrous,5.006,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64755,,,,,,,,,
KBaHf,KBaHf,Metal,Non-Ferrous,4.108,,,,,,,,,-10.354862559241708,,,JARVIS dft_3d (scraped),,JVASP-64397,,,,,,,,,
BeNb4Pb,BeNb4Pb,Metal,Non-Ferrous,8.309,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65079,,,,,,,,,
K5SnSb3,K5SnSb3,Metal,Non-Ferrous,3.29,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97395,,,,,,,,,
Ba5V5O14,Ba5V5O14,Ceramic,Oxide,5.509,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-89043,,,,,,,,,
Rb3CO3F,Rb3CO3F,Ceramic,Oxide,3.723,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-87110,,,,,,,,,
Ba4ZrSb,Ba4ZrSb,Metal,Non-Ferrous,5.105,,,,,,,,,-35.88615065366259,,,JARVIS dft_3d (scraped),,JVASP-64559,,,,,,,,,
Li2CoSnO4,Li2CoSnO4,Ceramic,Oxide,5.399,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-43643,,,,,,,,,
Li4H4Rh,Li4H4Rh,Metal,Non-Ferrous,2.833,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-18464,,,,,,,,,
Lu5NiPb3,Lu5NiPb3,Metal,Superalloy,11.452,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86785,,,,,,,,,
LiVOF3,LiVOF3,Ceramic,Oxide,3.565,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48806,,,,,,,,,
FeSb2O6,FeSb2O6,Ceramic,Oxide,6.147,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-89293,,,,,,,,,
Zr2Cu,Zr2Cu,Metal,Non-Ferrous,7.096,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98840,,,,,,,,,
Ba4PdBr,Ba4PdBr,Metal,Non-Ferrous,5.018,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64823,,,,,,,,,
Ba4CaW,Ba4CaW,Metal,Non-Ferrous,5.341,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64115,,,,,,,,,
BeCr4Sn,BeCr4Sn,Metal,Non-Ferrous,7.051,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65115,,,,,,,,,
BaSrSc,BaSrSc,Metal,Non-Ferrous,3.252,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64693,,,,,,,,,
CeMg6Fe,CeMg6Fe,Metal,Ferrous,3.28,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90634,,,,,,,,,
Ba4SnSb,Ba4SnSb,Metal,Non-Ferrous,5.403,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64068,,,,,,,,,
Ba4LiSb,Ba4LiSb,Metal,Non-Ferrous,4.283,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64472,,,,,,,,,
Ba4NiSe,Ba4NiSe,Metal,Non-Ferrous,4.988,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64027,,,,,,,,,
HgSb2O6,HgSb2O6,Ceramic,Oxide,7.299,,,,,,,,,103.7150510463904,,,JARVIS dft_3d (scraped),,JVASP-23437,,,,,,,,,
CeNiAsO,CeNiAsO,Ceramic,Oxide,7.576,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91527,,,,,,,,,
Ba4NaMo,Ba4NaMo,Metal,Non-Ferrous,3.99,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64211,,,,,,,,,
H10PtCN8O2,H10PtCN8O2,Ceramic,Oxide,3.019,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98110,,,,,,,,,
V3OF7,V3OF7,Ceramic,Oxide,3.425,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48581,,,,,,,,,
SrIn4Pd,SrIn4Pd,Metal,Non-Ferrous,7.155,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97349,,,,,,,,,
Ba4MnPd,Ba4MnPd,Metal,Non-Ferrous,5.379,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63987,,,,,,,,,
Ba4ZnSe,Ba4ZnSe,Metal,Non-Ferrous,4.679,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64153,,,,,,,,,
Li3Fe4B4O12,Li3Fe4B4O12,Ceramic,Oxide,3.469,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42920,,,,,,,,,
Fe8O9,Fe8O9,Ceramic,Oxide,5.673,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48315,,,,,,,,,
Ba3Zn5In2O11,Ba3Zn5In2O11,Ceramic,Oxide,6.201,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97445,,,,,,,,,
BeTe,BeTe,Metal,Non-Ferrous,5.007,,,,,,,,,102.1556458782019,,,JARVIS dft_3d (scraped),,JVASP-1248,,,,,,,,,
Ba4CaMo,Ba4CaMo,Metal,Non-Ferrous,4.587,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64626,,,,,,,,,
K2SnO2,K2SnO2,Ceramic,Oxide,3.485,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-52553,,,,,,,,,
VPbO3,VPbO3,Ceramic,Oxide,7.481,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107789,,,,,,,,,
Ba4BeGa,Ba4BeGa,Metal,Non-Ferrous,4.217,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64398,,,,,,,,,
Fe6O11F,Fe6O11F,Ceramic,Oxide,5.402,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42728,,,,,,,,,
YbCrSb3,YbCrSb3,Metal,Non-Ferrous,8.001,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97686,,,,,,,,,
KNO3,KNO3,Ceramic,Oxide,2.217,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98510,,,,,,,,,
La2CrO6,La2CrO6,Ceramic,Oxide,6.077,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90544,,,,,,,,,
BeIr4Se,BeIr4Se,Metal,Non-Ferrous,14.327,,,,,,,,,51.07815004344887,,,JARVIS dft_3d (scraped),,JVASP-64961,,,,,,,,,
Ba2LaIrO6,Ba2LaIrO6,Ceramic,Oxide,7.261,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-87221,,,,,,,,,
BaZr4Tl,BaZr4Tl,Metal,Non-Ferrous,7.316,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64757,,,,,,,,,
AlFeF5,AlFeF5,Ceramic,Mixed,3.741,,,,,,,,,178.30992196308168,,,JARVIS dft_3d (scraped),,JVASP-22622,,,,,,,,,
Tb2B2C3,Tb2B2C3,Ceramic,Carbide,7.489,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86735,,,,,,,,,
CeMg2H7,CeMg2H7,Metal,Non-Ferrous,3.524,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98625,,,,,,,,,
KBa4W,KBa4W,Metal,Non-Ferrous,4.989,,,,,,,,,5.578066544406601,,,JARVIS dft_3d (scraped),,JVASP-64284,,,,,,,,,
Ba4HfMn,Ba4HfMn,Metal,Non-Ferrous,5.284,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64116,,,,,,,,,
PrSi2Cu2,PrSi2Cu2,Ceramic,Mixed,6.325,,,,,,,,,175.3050928509818,,,JARVIS dft_3d (scraped),,JVASP-15302,,,,,,,,,
MnTl3,MnTl3,Metal,Non-Ferrous,10.703,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-38264,,,,,,,,,
Ba4GaCl,Ba4GaCl,Ceramic,Mixed,4.264,,,,,,,,,-7.899112404510731,,,JARVIS dft_3d (scraped),,JVASP-64340,,,,,,,,,
KCuCl3,KCuCl3,Ceramic,Mixed,2.799,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97511,,,,,,,,,
Ba4SrW,Ba4SrW,Metal,Non-Ferrous,5.484,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64697,,,,,,,,,
CoCu2SnS4,CoCu2SnS4,Ceramic,Mixed,4.589,,,,,,,,,68.8314596235082,,,JARVIS dft_3d (scraped),,JVASP-91854,,,,,,,,,
Rb4NO,Rb4NO,Ceramic,Oxide,3.745,,,,,,,,,28.664785110811803,,,JARVIS dft_3d (scraped),,JVASP-38157,,,,,,,,,
Ba4CdPt,Ba4CdPt,Metal,Non-Ferrous,6.217,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64028,,,,,,,,,
TaBePd4,TaBePd4,Metal,Non-Ferrous,10.76,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65080,,,,,,,,,
CeSi3N5,CeSi3N5,Ceramic,Nitride,4.58,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98372,,,,,,,,,
BaNaBr,BaNaBr,Metal,Non-Ferrous,2.914,,,,,,,,,-9.685047473200612,,,JARVIS dft_3d (scraped),,JVASP-63938,,,,,,,,,
Ba4BeSn,Ba4BeSn,Metal,Non-Ferrous,4.549,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64474,,,,,,,,,
Ca3Mn2O7,Ca3Mn2O7,Ceramic,Oxide,4.215,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98004,,,,,,,,,
SrMnSb2,SrMnSb2,Metal,Non-Ferrous,5.825,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91569,,,,,,,,,
Na,Na,Metal,Non-Ferrous,1.005,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90817,,,,,,,,,
Sr8Fe3N8,Sr8Fe3N8,Ceramic,Nitride,4.578,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85285,,,,,,,,,
Ba4HfZn,Ba4HfZn,Metal,Non-Ferrous,5.229,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64399,,,,,,,,,
YbCo2Si2,YbCo2Si2,Ceramic,Mixed,7.77,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86507,,,,,,,,,
BeMoBr4,BeMoBr4,Metal,Non-Ferrous,4.147,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64919,,,,,,,,,
PrClO2,PrClO2,Ceramic,Oxide,4.632,,,,,,,,,39.931608690192135,,,JARVIS dft_3d (scraped),,JVASP-90719,,,,,,,,,
DyMgPd,DyMgPd,Metal,Non-Ferrous,7.577,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90176,,,,,,,,,
K11LiMn4O16,K11LiMn4O16,Ceramic,Oxide,2.824,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88720,,,,,,,,,
Nd2BC,Nd2BC,Ceramic,Carbide,5.979,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91996,,,,,,,,,
BaSrMg,BaSrMg,Metal,Non-Ferrous,2.779,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64698,,,,,,,,,
TeH5O6,TeH5O6,Unknown,,3.278,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97759,,,,,,,,,
Ba4ScPt,Ba4ScPt,Metal,Non-Ferrous,5.599,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64117,,,,,,,,,
S2O5F2,S2O5F2,Ceramic,Non-Oxide,2.428,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97818,,,,,,,,,
Ba4LiP,Ba4LiP,Ceramic,Mixed,3.902,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64345,,,,,,,,,
YCo3H2,YCo3H2,Metal,Non-Ferrous,6.963,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86907,,,,,,,,,
Ba4CrSe,Ba4CrSe,Metal,Non-Ferrous,4.256,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64287,,,,,,,,,
Ba4LiV,Ba4LiV,Metal,Non-Ferrous,3.853,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64758,,,,,,,,,
NdAlCu,NdAlCu,Metal,Non-Ferrous,6.267,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90048,,,,,,,,,
K4BeW,K4BeW,Metal,Non-Ferrous,2.515,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65081,,,,,,,,,
KNa2AlH6,KNa2AlH6,Metal,Non-Ferrous,1.158,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98841,,,,,,,,,
Li3MnP2O8,Li3MnP2O8,Ceramic,Oxide,3.195,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48392,,,,,,,,,
BaCa2I6,BaCa2I6,Metal,Non-Ferrous,4.275,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42943,,,,,,,,,
PrCo9Si4,PrCo9Si4,Ceramic,Mixed,7.582,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97594,,,,,,,,,
Mg7Cr,Mg7Cr,Metal,Non-Ferrous,2.143,,,,,,,,,51.77267899233943,,,JARVIS dft_3d (scraped),,JVASP-91895,,,,,,,,,
Ba4PBr,Ba4PBr,Ceramic,Mixed,4.727,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63940,,,,,,,,,
Ca2CdSb2,Ca2CdSb2,Metal,Non-Ferrous,4.91,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88169,,,,,,,,,
Li2Ni3SbO8,Li2Ni3SbO8,Ceramic,Oxide,5.039,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-43305,,,,,,,,,
ScAgP2S6,ScAgP2S6,Ceramic,Mixed,3.152,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-4606,,,,,,,,,
BaNaLi,BaNaLi,Metal,Non-Ferrous,1.766,,,,,,,,,-36.315689810640215,,,JARVIS dft_3d (scraped),,JVASP-64825,,,,,,,,,
Ba4TiNi,Ba4TiNi,Metal,Superalloy,4.581,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64029,,,,,,,,,
LaNi2B2C,LaNi2B2C,Ceramic,Carbide,6.787,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86683,,,,,,,,,
Ba5Al5Pb,Ba5Al5Pb,Metal,Non-Ferrous,4.723,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86161,,,,,,,,,
Ba4GeCl,Ba4GeCl,Ceramic,Mixed,4.566,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64475,,,,,,,,,
La3Ge4Rh4,La3Ge4Rh4,Metal,Non-Ferrous,8.159,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98458,,,,,,,,,
CaCo2Ge2,CaCo2Ge2,Metal,Non-Ferrous,6.18,,,,,,,,,146.33072697807978,,,JARVIS dft_3d (scraped),,JVASP-15347,,,,,,,,,
RbMnO2,RbMnO2,Ceramic,Oxide,4.175,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98112,,,,,,,,,
Li3Mg,Li3Mg,Metal,Non-Ferrous,0.942,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90587,,,,,,,,,
Mn3Si,Mn3Si,Ceramic,Mixed,7.348,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107749,,,,,,,,,
Ba4GaBr,Ba4GaBr,Metal,Non-Ferrous,4.494,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64699,,,,,,,,,
BeP4Ru,BeP4Ru,Ceramic,Mixed,4.555,,,,,,,,,-72.65589336008334,,,JARVIS dft_3d (scraped),,JVASP-64997,,,,,,,,,
CeCrGe3,CeCrGe3,Metal,Non-Ferrous,7.438,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97687,,,,,,,,,
BaPbBr,BaPbBr,Metal,Non-Ferrous,5.113,,,,,,,,,-1.0878640776699027,,,JARVIS dft_3d (scraped),,JVASP-64069,,,,,,,,,
DyPt,DyPt,Metal,Non-Ferrous,13.513,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91615,,,,,,,,,
Ba4ScSn,Ba4ScSn,Metal,Non-Ferrous,4.617,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64401,,,,,,,,,
Yb,Yb,Metal,Non-Ferrous,7.578,,,,,,,,,25.861549467806668,,,JARVIS dft_3d (scraped),,JVASP-14621,,,,,,,,,
MgBeCr4,MgBeCr4,Metal,Non-Ferrous,5.21,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64920,,,,,,,,,
